Z    N    M
46   79   -54.960
46   80   -52.850
46   81   -48.680
46   82   -46.440
46   83   -39.830
46   84   -34.970
46   85   -28.360
46   86   -23.660
46   87   -16.780
46   88   -11.350
46   89   -3.550
46   90   2.590
46   91   10.870
46   92   17.370
46   93   26.090
46   94   33.170
46   95   42.440
46   96   50.020
47   40   5.010
47   41   -3.440
47   42   -13.820
47   43   -21.370
47   44   -30.740
47   45   -36.880
47   46   -44.470
47   47   -48.440
47   48   -56.910
47   49   -62.690
47   50   -70.620
47   51   -72.660
47   52   -76.140
47   53   -77.930
47   54   -81.120
47   55   -82.210
47   56   -84.940
47   57   -85.230
47   58   -87.040
47   59   -86.670
47   60   -88.260
47   61   -87.510
47   62   -88.540
47   63   -87.570
47   64   -88.180
47   65   -86.720
47   66   -86.990
47   67   -85.100
47   68   -85.070
47   69   -82.920
47   70   -82.350
47   71   -79.770
47   72   -78.750
47   73   -75.890
47   74   -74.780
47   75   -71.620
47   76   -70.160
47   77   -66.600
47   78   -64.670
47   79   -61.080
47   80   -59.100
47   81   -55.480
47   82   -53.300
47   83   -47.510
47   84   -43.250
47   85   -37.620
47   86   -33.200
47   87   -26.570
47   88   -21.320
47   89   -13.870
47   90   -8.090
47   91   -0.490
47   92   5.660
47   93   13.580
47   94   20.440
47   95   28.860
47   96   36.280
47   97   45.520
47   98   53.900
48   42   -6.000
48   43   -13.700
48   44   -23.930
48   45   -30.530
48   46   -39.170
48   47   -43.980
48   48   -50.370
48   49   -57.280
48   50   -66.690
48   51   -68.980
48   52   -73.440
48   53   -75.390
48   54   -79.430
48   55   -80.790
48   56   -84.160
48   57   -84.620
48   58   -87.090
48   59   -86.930
48   60   -89.040
48   61   -88.360
48   62   -90.180
48   63   -89.110
48   64   -90.450
48   65   -89.070
48   66   -89.890
48   67   -88.220
48   68   -88.670
48   69   -86.600
48   70   -86.680
48   71   -84.210
48   72   -83.860
48   73   -81.240
48   74   -80.720
48   75   -77.830
48   76   -76.980
48   77   -73.610
48   78   -72.380
48   79   -68.960
48   80   -67.600
48   81   -64.130
48   82   -62.430
48   83   -57.230
48   84   -53.950
48   85   -48.590
48   86   -44.400
48   87   -37.940
48   88   -33.030
48   89   -25.920
48   90   -20.800
48   91   -13.540
48   92   -8.180
48   93   -0.460
48   94   5.560
48   95   13.840
48   96   20.600
48   97   29.750
48   98   37.630
49   43   -3.250
49   44   -13.810
49   45   -21.310
49   46   -30.610
49   47   -36.630
49   48   -44.150
49   49   -48.020
49   50   -58.900
49   51   -62.240
49   52   -66.930
49   53   -69.810
49   54   -74.190
49   55   -76.270
49   56   -79.870
49   57   -81.050
49   58   -83.770
49   59   -84.180
49   60   -86.390
49   61   -86.530
49   62   -88.270
49   63   -87.940
49   64   -89.360
49   65   -88.530
49   66   -89.560
49   67   -88.360
49   68   -88.880
49   69   -87.430
49   70   -87.590
49   71   -85.770
49   72   -85.640
49   73   -83.590
49   74   -83.330
49   75   -81.040
49   76   -80.380
49   77   -77.730
49   78   -76.700
49   79   -73.950
49   80   -72.800
49   81   -69.900
49   82   -68.420
49   83   -64.190
49   84   -61.160
49   85   -56.020
49   86   -51.990
49   87   -45.860
49   88   -41.280
49   89   -34.820
49   90   -30.030
49   91   -23.540
49   92   -18.370
49   93   -11.470
49   94   -5.570
49   95   2.070
49   96   8.760
49   97   17.430
49   98   25.100
49   99   34.850
49   100  43.920
50   44   -5.960
50   45   -13.960
50   46   -24.290
50   47   -31.230
50   48   -40.220
50   49   -45.570
50   50   -52.910
50   51   -56.580
50   52   -62.290
50   53   -65.600
50   54   -70.790
50   55   -73.190
50   56   -77.580
50   57   -79.090
50   58   -82.450
50   59   -83.010
50   60   -86.090
50   61   -86.180
50   62   -88.700
50   63   -88.470
50   64   -90.450
50   65   -89.840
50   66   -91.330
50   67   -90.180
50   68   -91.310
50   69   -89.930
50   70   -90.720
50   71   -89.090
50   72   -89.520
50   73   -87.700
50   74   -88.020
50   75   -85.920
50   76   -85.980
50   77   -83.540
50   78   -83.200
50   79   -80.710
50   80   -80.190
50   81   -77.590
50   82   -76.700
50   83   -72.700
50   84   -69.900
50   85   -64.910
50   86   -61.200
50   87   -55.380
50   88   -51.440
50   89   -45.290
50   90   -41.260
50   91   -34.940
50   92   -30.570
50   93   -23.780
50   94   -18.510
50   95   -10.930
50   96   -4.700
50   97   3.780
50   98   11.060
50   99   20.860
50   100  29.310
50   101  40.350
50   102  50.230
51   46   -12.130
51   47   -19.630
51   48   -28.870
51   49   -35.250
51   50   -42.910
51   51   -47.570
51   52   -53.680
51   53   -57.710
51   54   -63.110
51   55   -66.180
51   56   -70.800
51   57   -72.850
51   58   -76.300
51   59   -77.700
51   60   -80.730
51   61   -81.630
51   62   -84.300
51   63   -84.700
51   64   -86.980
51   65   -86.920
51   66   -88.560
51   67   -88.100
51   68   -89.360
51   69   -88.640
51   70   -89.640
51   71   -88.540
51   72   -89.140
51   73   -87.820
51   74   -88.200
51   75   -86.650
51   76   -86.720
51   77   -84.750
51   78   -84.440
51   79   -82.350
51   80   -81.920
51   81   -79.720
51   82   -78.810
51   83   -74.680
51   84   -71.680
51   85   -66.680
51   86   -62.990
51   87   -57.530
51   88   -53.640
51   89   -48.030
51   90   -43.990
51   91   -38.330
51   92   -33.960
51   93   -27.740
51   94   -22.510
51   95   -15.440
51   96   -9.500
51   97   -1.570
51   98   5.540
51   99   14.420
51   100  22.560
51   101  32.600
51   102  42.120
51   103  53.450
51   104  64.470
52   48   -19.480
52   49   -26.090
52   50   -34.760
52   51   -39.820
52   52   -46.830
52   53   -51.050
52   54   -57.120
52   55   -60.410
52   56   -65.570
52   57   -67.720
52   58   -72.010
52   59   -73.370
52   60   -77.200
52   61   -78.260
52   62   -81.550
52   63   -82.260
52   64   -85.090
52   65   -85.170
52   66   -87.500
52   67   -87.170
52   68   -89.090
52   69   -88.580
52   70   -90.110
52   71   -89.200
52   72   -90.290
52   73   -89.030
52   74   -89.960
52   75   -88.440
52   76   -89.000
52   77   -87.070
52   78   -87.170
52   79   -85.180
52   80   -85.160
52   81   -82.970
52   82   -82.490
52   83   -78.210
52   84   -75.230
52   85   -70.290
52   86   -66.980
52   87   -61.600
52   88   -58.280
52   89   -52.680
52   90   -49.310
52   91   -43.660
52   92   -39.850
52   93   -33.670
52   94   -28.940
52   95   -22.140
52   96   -16.730
52   97   -8.930
52   98   -2.700
52   99   5.930
52   100  13.130
52   101  22.870
52   102  31.390
52   103  42.250
52   104  52.240
53   49   -14.910
53   50   -24.010
53   51   -29.800
53   52   -37.000
53   53   -42.290
53   54   -48.580
53   55   -52.410
53   56   -57.670
53   57   -60.650
53   58   -64.900
53   59   -67.060
53   60   -71.050
53   61   -72.730
53   62   -76.330
53   63   -77.590
53   64   -80.570
53   65   -81.340
53   66   -83.800
53   67   -84.130
53   68   -86.260
53   69   -86.290
53   70   -88.000
53   71   -87.590
53   72   -88.750
53   73   -88.040
53   74   -89.010
53   75   -87.970
53   76   -88.580
53   77   -87.080
53   78   -87.290
53   79   -85.740
53   80   -85.750
53   81   -84.000
53   82   -83.710
53   83   -79.490
53   84   -76.600
53   85   -72.070
53   86   -68.880
53   87   -64.090
53   88   -60.800
53   89   -55.880
53   90   -52.520
53   91   -47.440
53   92   -43.680
53   93   -37.980
53   94   -33.510
53   95   -27.210
53   96   -21.910
53   97   -14.960
53   98   -8.950
53   99   -1.210
53   100  5.750
53   101  14.550
53   102  22.670
53   103  32.570
53   104  41.990
53   105  53.240
53   106  64.120
54   51   -20.950
54   52   -28.830
54   53   -34.340
54   54   -41.750
54   55   -45.670
54   56   -51.760
54   57   -54.700
54   58   -59.740
54   59   -62.060
54   60   -66.680
54   61   -68.670
54   62   -72.820
54   63   -74.230
54   64   -77.890
54   65   -78.800
54   66   -81.930
54   67   -82.470
54   68   -85.140
54   69   -85.350
54   70   -87.570
54   71   -87.220
54   72   -88.950
54   73   -88.280
54   74   -89.750
54   75   -88.770
54   76   -89.820
54   77   -88.440
54   78   -89.100
54   79   -87.590
54   80   -88.060
54   81   -86.530
54   82   -86.480
54   83   -82.370
54   84   -79.920
54   85   -75.530
54   86   -72.940
54   87   -68.200
54   88   -65.600
54   89   -60.710
54   90   -57.930
54   91   -52.890
54   92   -49.620
54   93   -44.170
54   94   -40.190
54   95   -33.980
54   96   -29.490
54   97   -22.730
54   98   -17.570
54   99   -10.030
54   100  -3.950
54   101  4.510
54   102  11.730
54   103  21.140
54   104  29.740
54   105  40.400
54   106  50.290
54   107  62.140
54   108  73.150
55   53   -23.750
55   54   -31.250
55   55   -36.740
55   56   -42.780
55   57   -46.510
55   58   -51.710
55   59   -54.650
55   60   -59.580
55   61   -62.120
55   62   -66.420
55   63   -68.520
55   64   -72.320
55   65   -73.890
55   66   -77.230
55   67   -78.320
55   68   -81.180
55   69   -81.900
55   70   -84.190
55   71   -84.420
55   72   -86.190
55   73   -86.030
55   74   -87.560
55   75   -87.030
55   76   -88.210
55   77   -87.300
55   78   -88.020
55   79   -86.990
55   80   -87.690
55   81   -86.420
55   82   -86.520
55   83   -82.870
55   84   -80.580
55   85   -76.820
55   86   -74.290
55   87   -70.260
55   88   -67.700
55   89   -63.400
55   90   -60.660
55   91   -56.110
55   92   -53.080
55   93   -48.110
55   94   -44.200
55   95   -38.790
55   96   -34.460
55   97   -28.520
55   98   -23.520
55   99   -16.820
55   100  -11.040
55   101  -3.410
55   102  3.380
55   103  12.040
55   104  20.130
55   105  29.900
55   106  39.140
55   107  49.890
55   108  60.310
56   55   -28.170
56   56   -35.860
56   57   -39.740
56   58   -45.560
56   59   -48.800
56   60   -54.280
56   61   -56.970
56   62   -61.960
56   63   -64.190
56   64   -68.660
56   65   -70.460
56   66   -74.340
56   67   -75.620
56   68   -78.990
56   69   -79.800
56   70   -82.660
56   71   -82.940
56   72   -85.230
56   73   -85.150
56   74   -87.140
56   75   -86.760
56   76   -88.420
56   77   -87.570
56   78   -88.790
56   79   -88.000
56   80   -88.980
56   81   -87.880
56   82   -88.400
56   83   -84.920
56   84   -83.270
56   85   -79.580
56   86   -77.770
56   87   -73.800
56   88   -71.830
56   89   -67.570
56   90   -65.320
56   91   -61.010
56   92   -58.450
56   93   -53.550
56   94   -50.420
56   95   -45.140
56   96   -41.610
56   97   -35.800
56   98   -31.600
56   99   -25.150
56   100  -20.150
56   101  -12.910
56   102  -6.800
56   103  1.410
56   104  8.680
56   105  17.880
56   106  26.110
56   107  36.360
56   108  45.760
56   109  57.400
56   110  68.100
57   56   -24.960
57   57   -30.390
57   58   -36.500
57   59   -40.290
57   60   -45.910
57   61   -49.290
57   62   -54.410
57   63   -57.320
57   64   -62.010
57   65   -64.350
57   66   -68.430
57   67   -70.230
57   68   -73.690
57   69   -75.070
57   70   -78.000
57   71   -78.810
57   72   -81.180
57   73   -81.560
57   74   -83.710
57   75   -83.820
57   76   -85.560
57   77   -85.220
57   78   -86.700
57   79   -86.210
57   80   -87.390
57   81   -86.720
57   82   -87.300
57   83   -84.470
57   84   -82.910
57   85   -79.940
57   86   -78.190
57   87   -74.810
57   88   -72.900
57   89   -69.130
57   90   -67.110
57   91   -63.270
57   92   -60.760
57   93   -56.630
57   94   -53.620
57   95   -49.120
57   96   -45.690
57   97   -40.650
57   98   -36.670
57   99   -30.960
57   100  -26.300
57   101  -19.690
57   102  -13.960
57   103  -6.510
57   104  0.260
57   105  8.520
57   106  16.330
57   107  25.650
57   108  34.420
57   109  44.970
57   110  54.980
57   111  66.730
57   112  77.720
58   58   -29.160
58   59   -33.080
58   60   -39.380
58   61   -42.890
58   62   -48.690
58   63   -51.820
58   64   -57.060
58   65   -59.600
58   66   -64.200
58   67   -66.090
58   68   -70.130
58   69   -71.590
58   70   -75.050
58   71   -75.950
58   72   -78.790
58   73   -79.350
58   74   -82.000
58   75   -82.200
58   76   -84.470
58   77   -84.410
58   78   -86.200
58   79   -85.930
58   80   -87.560
58   81   -86.970
58   82   -88.050
58   83   -85.310
58   84   -84.480
58   85   -81.570
58   86   -80.420
58   87   -77.090
58   88   -75.660
58   89   -72.130
58   90   -70.580
58   91   -66.780
58   92   -65.030
58   93   -61.000
58   94   -58.750
58   95   -54.330
58   96   -51.660
58   97   -46.800
58   98   -43.520
58   99   -38.110
58   100  -34.040
58   101  -27.760
58   102  -22.740
58   103  -15.730
58   104  -9.830
58   105  -1.910
58   106  5.050
58   107  13.820
58   108  21.580
58   109  31.530
58   110  40.440
58   111  51.490
58   112  61.360
59   60   -29.920
59   61   -34.100
59   62   -40.110
59   63   -43.780
59   64   -49.220
59   65   -52.280
59   66   -56.980
59   67   -59.460
59   68   -63.580
59   69   -65.580
59   70   -69.140
59   71   -70.520
59   72   -73.550
59   73   -74.620
59   74   -77.370
59   75   -78.110
59   76   -80.670
59   77   -80.950
59   78   -82.970
59   79   -83.160
59   80   -84.890
59   81   -84.840
59   82   -85.860
59   83   -83.850
59   84   -83.080
59   85   -80.770
59   86   -79.670
59   87   -76.820
59   88   -75.630
59   89   -72.550
59   90   -71.040
59   91   -67.980
59   92   -66.330
59   93   -63.040
59   94   -60.860
59   95   -57.160
59   96   -54.640
59   97   -50.460
59   98   -47.450
59   99   -42.590
59   100  -38.810
59   101  -33.190
59   102  -28.560
59   103  -22.350
59   104  -16.740
59   105  -9.610
59   106  -3.120
59   107  4.730
59   108  11.980
59   109  20.920
59   110  29.220
59   111  39.250
59   112  48.410
59   113  59.500
59   114  69.540
60   60   -22.560
60   61   -26.940
60   62   -33.500
60   63   -37.370
60   64   -43.330
60   65   -46.490
60   66   -51.790
60   67   -54.350
60   68   -59.010
60   69   -61.120
60   70   -65.170
60   71   -66.740
60   72   -70.300
60   73   -71.480
60   74   -74.790
60   75   -75.840
60   76   -78.750
60   77   -79.270
60   78   -81.780
60   79   -82.090
60   80   -84.370
60   81   -84.280
60   82   -85.910
60   83   -83.950
60   84   -83.770
60   85   -81.510
60   86   -80.890
60   87   -78.270
60   88   -77.520
60   89   -74.470
60   90   -73.700
60   91   -70.730
60   92   -69.800
60   93   -66.570
60   94   -65.080
60   95   -61.520
60   96   -59.650
60   97   -55.710
60   98   -53.210
60   99   -48.610
60   100  -45.440
60   101  -40.160
60   102  -36.300
60   103  -30.320
60   104  -25.430
60   105  -18.710
60   106  -13.070
60   107  -5.670
60   108  0.660
60   109  9.080
60   110  16.450
60   111  25.870
60   112  33.890
60   113  44.190
60   114  53.360
60   115  64.940
60   116  75.070
61   62   -23.870
61   63   -28.250
61   64   -34.310
61   65   -38.070
61   66   -43.440
61   67   -46.550
61   68   -51.330
61   69   -53.930
61   70   -58.180
61   71   -60.290
61   72   -63.980
61   73   -65.730
61   74   -69.360
61   75   -70.770
61   76   -73.940
61   77   -74.970
61   78   -77.620
61   79   -78.500
61   80   -80.760
61   81   -81.300
61   82   -82.900
61   83   -81.530
61   84   -81.390
61   85   -79.600
61   86   -79.200
61   87   -77.020
61   88   -76.290
61   89   -73.970
61   90   -73.270
61   91   -71.010
61   92   -70.110
61   93   -67.560
61   94   -66.190
61   95   -63.260
61   96   -61.600
61   97   -58.150
61   98   -55.870
61   99   -51.850
61   100  -48.980
61   101  -44.420
61   102  -40.740
61   103  -35.430
61   104  -30.900
61   105  -24.970
61   106  -19.700
61   107  -13.150
61   108  -7.280
61   109  0.300
61   110  7.140
61   111  15.520
61   112  22.850
61   113  32.370
61   114  40.730
61   115  51.190
61   116  60.590
62   63   -20.480
62   64   -27.130
62   65   -30.970
62   66   -36.900
62   67   -40.120
62   68   -45.410
62   69   -48.220
62   70   -53.010
62   71   -55.260
62   72   -59.520
62   73   -61.610
62   74   -65.610
62   75   -67.300
62   76   -70.990
62   77   -72.180
62   78   -75.420
62   79   -76.310
62   80   -79.220
62   81   -79.760
62   82   -81.930
62   83   -80.590
62   84   -80.910
62   85   -79.330
62   86   -79.350
62   87   -77.180
62   88   -77.170
62   89   -74.900
62   90   -74.900
62   91   -72.650
62   92   -72.430
62   93   -69.970
62   94   -69.210
62   95   -66.470
62   96   -65.270
62   97   -62.000
62   98   -60.280
62   99   -56.520
62   100  -54.340
62   101  -49.920
62   102  -46.860
62   103  -41.860
62   104  -38.060
62   105  -32.450
62   106  -27.980
62   107  -21.810
62   108  -16.700
62   109  -9.580
62   110  -3.690
62   111  4.080
62   112  10.730
62   113  19.530
62   114  26.860
62   115  36.700
62   116  44.970
62   117  55.770
62   118  65.010
63   65   -21.100
63   66   -27.150
63   67   -30.880
63   68   -36.380
63   69   -39.730
63   70   -44.680
63   71   -47.510
63   72   -52.120
63   73   -54.590
63   74   -58.890
63   75   -61.120
63   76   -64.990
63   77   -66.780
63   78   -70.050
63   79   -71.610
63   80   -74.550
63   81   -75.670
63   82   -77.940
63   83   -77.050
63   84   -77.560
63   85   -76.390
63   86   -76.410
63   87   -74.940
63   88   -74.970
63   89   -73.390
63   90   -73.380
63   91   -71.790
63   92   -71.640
63   93   -69.780
63   94   -69.180
63   95   -66.870
63   96   -65.840
63   97   -63.100
63   98   -61.610
63   99   -58.500
63   100  -56.420
63   101  -52.580
63   102  -49.790
63   103  -45.480
63   104  -41.940
63   105  -37.070
63   106  -32.920
63   107  -27.460
63   108  -22.740
63   109  -16.510
63   110  -11.150
63   111  -3.980
63   112  2.040
63   113  9.910
63   114  16.720
63   115  25.530
63   116  33.180
63   117  42.790
63   118  51.280
63   119  61.670
63   120  71.460
64   67   -22.920
64   68   -28.970
64   69   -32.480
64   70   -38.020
64   71   -41.210
64   72   -46.210
64   73   -49.000
64   74   -53.850
64   75   -56.270
64   76   -60.770
64   77   -62.600
64   78   -66.560
64   79   -68.170
64   80   -71.720
64   81   -72.970
64   82   -75.850
64   83   -75.130
64   84   -76.040
64   85   -74.850
64   86   -75.560
64   87   -74.120
64   88   -74.810
64   89   -73.210
64   90   -73.840
64   91   -72.310
64   92   -72.730
64   93   -71.000
64   94   -70.820
64   95   -68.660
64   96   -68.130
64   97   -65.590
64   98   -64.720
64   99   -61.680
64   100  -60.150
64   101  -56.540
64   102  -54.390
64   103  -50.300
64   104  -47.460
64   105  -42.860
64   106  -39.360
64   107  -34.230
64   108  -30.330
64   109  -24.560
64   110  -19.730
64   111  -13.110
64   112  -7.940
64   113  -0.500
64   114  5.360
64   115  13.640
64   116  20.200
64   117  29.170
64   118  36.510
64   119  46.390
64   120  55.180
65   69   -22.360
65   70   -28.260
65   71   -31.860
65   72   -37.180
65   73   -40.530
65   74   -45.590
65   75   -48.660
65   76   -53.210
65   77   -55.760
65   78   -59.790
65   79   -62.030
65   80   -65.730
65   81   -67.620
65   82   -70.950
65   83   -70.610
65   84   -71.480
65   85   -70.960
65   86   -71.680
65   87   -70.880
65   88   -71.540
65   89   -70.560
65   90   -71.230
65   91   -70.240
65   92   -70.790
65   93   -69.460
65   94   -69.390
65   95   -67.710
65   96   -67.350
65   97   -65.410
65   98   -64.580
65   99   -62.060
65   100  -60.720
65   101  -57.720
65   102  -55.760
65   103  -52.320
65   104  -49.700
65   105  -45.710
65   106  -42.490
65   107  -38.120
65   108  -34.630
65   109  -29.320
65   110  -24.980
65   111  -19.140
65   112  -14.330
65   113  -7.750
65   114  -2.320
65   115  4.960
65   116  10.970
65   117  18.890
65   118  25.820
65   119  34.820
65   120  42.670
65   121  52.370
65   122  61.030
66   70   -19.810
66   71   -23.730
66   72   -29.630
66   73   -33.200
66   74   -38.920
66   75   -42.060
66   76   -47.350
66   77   -49.980
66   78   -54.670
66   79   -57.080
66   80   -61.440
66   81   -63.810
66   82   -67.920
66   83   -67.530
66   84   -69.040
66   85   -68.510
66   86   -69.860
66   87   -69.010
66   88   -70.260
66   89   -69.300
66   90   -70.500
66   91   -69.620
66   92   -70.540
66   93   -69.300
66   94   -69.690
66   95   -68.160
66   96   -68.380
66   97   -66.450
66   98   -66.110
66   99   -63.750
66   100  -63.000
66   101  -60.150
66   102  -58.800
66   103  -55.540
66   104  -53.490
66   105  -49.720
66   106  -47.220
66   107  -43.210
66   108  -40.130
66   109  -35.240
66   110  -31.620
66   111  -26.070
66   112  -22.050
66   113  -15.840
66   114  -11.330
66   115  -4.520
66   116  0.540
66   117  8.140
66   118  14.290
66   119  22.450
66   120  29.490
66   121  38.240
66   122  46.030
66   123  55.810
66   124  64.330
67   72   -18.780
67   73   -23.020
67   74   -28.830
67   75   -32.710
67   76   -38.100
67   77   -41.420
67   78   -46.300
67   79   -49.400
67   80   -54.260
67   81   -57.430
67   82   -62.020
67   83   -62.250
67   84   -63.740
67   85   -63.810
67   86   -65.080
67   87   -64.810
67   88   -66.060
67   89   -65.610
67   90   -66.890
67   91   -66.370
67   92   -67.360
67   93   -66.560
67   94   -67.080
67   95   -66.100
67   96   -66.300
67   97   -64.840
67   98   -64.640
67   99   -62.830
67   100  -62.190
67   101  -59.930
67   102  -58.730
67   103  -56.000
67   104  -54.140
67   105  -51.050
67   106  -48.860
67   107  -45.210
67   108  -42.500
67   109  -38.280
67   110  -34.880
67   111  -30.070
67   112  -26.350
67   113  -20.980
67   114  -16.870
67   115  -10.930
67   116  -6.110
67   117  0.800
67   118  6.200
67   119  13.640
67   120  19.830
67   121  27.820
67   122  34.910
67   123  43.540
67   124  51.230
67   125  60.360
67   126  69.180
68   74   -20.250
68   75   -24.260
68   76   -30.350
68   77   -33.880
68   78   -39.460
68   79   -43.090
68   80   -48.780
68   81   -52.460
68   82   -58.340
68   83   -58.520
68   84   -60.580
68   85   -60.560
68   86   -62.390
68   87   -62.090
68   88   -63.840
68   89   -63.450
68   90   -65.060
68   91   -64.590
68   92   -66.000
68   93   -65.310
68   94   -66.360
68   95   -65.340
68   96   -65.990
68   97   -64.640
68   98   -64.960
68   99   -63.250
68   100  -63.160
68   101  -61.020
68   102  -60.310
68   103  -57.740
68   104  -56.520
68   105  -53.700
68   106  -51.830
68   107  -48.510
68   108  -46.410
68   109  -42.380
68   110  -39.660
68   111  -35.080
68   112  -32.150
68   113  -27.120
68   114  -23.810
68   115  -18.030
68   116  -13.840
68   117  -7.590
68   118  -2.820
68   119  3.870
68   120  9.390
68   121  16.770
68   122  22.820
68   123  30.730
68   124  37.390
68   125  45.760
68   126  53.460
69   78   -29.650
69   79   -34.140
69   80   -40.360
69   81   -45.360
69   82   -52.000
69   83   -52.740
69   84   -54.690
69   85   -55.200
69   86   -56.980
69   87   -57.150
69   88   -58.930
69   89   -58.860
69   90   -60.510
69   91   -60.430
69   92   -61.930
69   93   -61.740
69   94   -62.740
69   95   -62.140
69   96   -62.880
69   97   -62.030
69   98   -62.420
69   99   -61.240
69   100  -61.250
69   101  -59.570
69   102  -58.990
69   103  -57.030
69   104  -56.050
69   105  -53.510
69   106  -51.930
69   107  -49.180
69   108  -47.230
69   109  -43.820
69   110  -41.300
69   111  -37.460
69   112  -34.800
69   113  -30.510
69   114  -27.300
69   115  -22.080
69   116  -18.470
69   117  -12.790
69   118  -8.690
69   119  -2.590
69   120  2.410
69   121  8.840
69   122  14.260
69   123  21.250
69   124  27.270
69   125  34.630
69   126  41.740
69   127  52.420
69   128  61.700
70   77   -14.210
70   78   -21.220
70   79   -26.250
70   80   -33.820
70   81   -39.610
70   82   -47.780
70   83   -48.370
70   84   -50.830
70   85   -51.270
70   86   -53.500
70   87   -53.690
70   88   -55.760
70   89   -55.700
70   90   -57.720
70   91   -57.720
70   92   -59.700
70   93   -59.440
70   94   -60.830
70   95   -60.310
70   96   -61.520
70   97   -60.720
70   98   -61.620
70   99   -60.510
70   100  -60.960
70   101  -59.380
70   102  -59.390
70   103  -57.640
70   104  -56.910
70   105  -54.630
70   106  -53.590
70   107  -50.950
70   108  -49.580
70   109  -46.330
70   110  -44.490
70   111  -40.880
70   112  -38.920
70   113  -34.670
70   114  -31.960
70   115  -27.270
70   116  -24.150
70   117  -19.080
70   118  -15.500
70   119  -9.840
70   120  -5.710
70   121  0.190
70   122  4.780
70   123  11.210
70   124  16.310
70   125  23.190
70   126  29.310
70   127  39.390
70   128  47.690
70   129  57.570
70   130  65.630
71   78   -9.590
71   79   -16.000
71   80   -24.390
71   81   -31.730
71   82   -40.870
71   83   -41.940
71   84   -44.300
71   85   -45.170
71   86   -47.390
71   87   -47.850
71   88   -49.920
71   89   -50.210
71   90   -52.280
71   91   -52.740
71   92   -54.630
71   93   -54.750
71   94   -56.190
71   95   -56.130
71   96   -57.380
71   97   -57.060
71   98   -58.010
71   99   -57.320
71   100  -57.850
71   101  -56.830
71   102  -57.020
71   103  -55.500
71   104  -55.000
71   105  -53.230
71   106  -52.260
71   107  -50.180
71   108  -48.930
71   109  -46.320
71   110  -44.670
71   111  -41.710
71   112  -39.750
71   113  -35.960
71   114  -33.720
71   115  -29.470
71   116  -26.900
71   117  -22.270
71   118  -19.070
71   119  -14.210
71   120  -10.550
71   121  -5.400
71   122  -1.290
71   123  4.320
71   124  9.030
71   125  15.010
71   126  20.600
71   127  29.710
71   128  37.650
71   129  46.610
71   130  54.440
72   78   0.410
72   79   -6.840
72   80   -16.800
72   81   -25.140
72   82   -36.030
72   83   -36.980
72   84   -39.740
72   85   -40.580
72   86   -43.050
72   87   -43.480
72   88   -45.880
72   89   -46.200
72   90   -48.710
72   91   -49.060
72   92   -51.310
72   93   -51.470
72   94   -53.360
72   95   -53.310
72   96   -55.020
72   97   -54.740
72   98   -56.090
72   99   -55.460
72   100  -56.530
72   101  -55.680
72   102  -56.070
72   103  -54.760
72   104  -54.740
72   105  -53.020
72   106  -52.580
72   107  -50.580
72   108  -49.950
72   109  -47.500
72   110  -46.470
72   111  -43.470
72   112  -41.910
72   113  -38.550
72   114  -36.700
72   115  -32.950
72   116  -30.780
72   117  -26.470
72   118  -24.010
72   119  -19.550
72   120  -16.570
72   121  -11.830
72   122  -8.460
72   123  -3.160
72   124  0.730
72   125  6.270
72   126  10.950
72   127  19.720
72   128  26.750
72   129  35.480
72   130  42.410
72   131  50.940
72   132  57.610
73   79   4.560
73   80   -6.430
73   81   -16.540
73   82   -28.730
73   83   -30.050
73   84   -32.760
73   85   -33.820
73   86   -36.230
73   87   -36.980
73   88   -39.390
73   89   -40.130
73   90   -42.520
73   91   -43.210
73   92   -45.480
73   93   -46.060
73   94   -47.950
73   95   -48.350
73   96   -50.080
73   97   -50.190
73   98   -51.580
73   99   -51.480
73   100  -52.690
73   101  -52.020
73   102  -52.610
73   103  -51.760
73   104  -51.770
73   105  -50.560
73   106  -50.180
73   107  -48.770
73   108  -48.270
73   109  -46.400
73   110  -45.300
73   111  -42.670
73   112  -41.510
73   113  -38.500
73   114  -37.110
73   115  -33.710
73   116  -31.810
73   117  -28.190
73   118  -26.070
73   119  -22.240
73   120  -19.600
73   121  -15.550
73   122  -12.430
73   123  -7.870
73   124  -4.340
73   125  0.370
73   126  4.780
73   127  12.650
73   128  19.460
73   129  27.300
73   130  33.840
73   131  41.780
73   132  48.090
73   133  55.670
73   134  61.850
74   80   2.060
74   81   -9.380
74   82   -23.500
74   83   -24.740
74   84   -27.640
74   85   -28.630
74   86   -31.330
74   87   -32.060
74   88   -34.880
74   89   -35.480
74   90   -38.190
74   91   -38.890
74   92   -41.570
74   93   -42.130
74   94   -44.460
74   95   -44.860
74   96   -46.970
74   97   -47.100
74   98   -49.010
74   99   -49.030
74   100  -50.420
74   101  -49.930
74   102  -50.970
74   103  -50.130
74   104  -50.630
74   105  -49.450
74   106  -49.650
74   107  -48.340
74   108  -48.400
74   109  -46.440
74   110  -45.680
74   111  -43.410
74   112  -42.580
74   113  -39.990
74   114  -38.920
74   115  -35.750
74   116  -34.490
74   117  -31.180
74   118  -29.640
74   119  -26.100
74   120  -24.090
74   121  -20.220
74   122  -17.780
74   123  -13.530
74   124  -10.760
74   125  -6.250
74   126  -2.670
74   127  5.000
74   128  10.930
74   129  18.400
74   130  24.350
74   131  31.940
74   132  37.630
74   133  44.820
