Z    N    M
64   134  49.290
64   135  59.790
64   136  68.840
64   137  79.560
64   138  88.640
64   139  99.440
64   140  8.580
64   141  19.390
64   142  28.660
64   143  39.320
64   144  48.700
64   145  59.530
64   146  69.220
64   148  90.030
64   149  1.040
64   150  10.780
64   151  21.840
64   152  31.560
64   154  52.700
65   65   -7.880
65   66   14.400
65   67   18.530
65   68   24.330
65   69   27.850
65   70   33.250
65   71   36.200
65   72   41.070
65   73   43.510
65   74   48.040
65   75   50.430
65   76   54.420
65   77   56.770
65   78   60.560
65   79   62.530
65   80   66.140
65   81   67.890
65   82   71.000
65   83   70.720
65   84   71.680
65   85   71.100
65   86   71.750
65   87   70.820
65   88   71.420
65   89   70.180
65   90   71.170
65   91   69.940
65   92   70.660
65   93   69.560
65   94   69.560
65   95   67.910
65   96   67.470
65   97   65.560
65   98   64.650
65   99   61.980
65   100  60.470
65   101  57.620
65   102  55.610
65   103  52.310
65   104  49.760
65   105  45.970
65   106  43.020
65   107  39.080
65   108  36.040
65   109  31.630
65   110  28.100
65   111  23.220
65   112  19.340
65   113  14.150
65   114  10.050
65   115  -4.320
65   116  -0.010
65   117  6.160
65   118  10.990
65   119  17.510
65   120  22.850
65   121  29.710
65   122  35.320
65   123  42.430
65   124  48.560
65   125  55.730
65   126  62.540
65   127  72.300
65   128  80.960
65   129  90.700
65   130  99.520
65   131  9.490
65   132  18.140
65   133  28.170
65   134  36.890
65   135  46.860
65   136  55.940
65   137  66.020
65   138  75.050
65   139  85.250
65   140  94.300
65   141  4.430
65   142  13.450
65   143  23.690
65   144  32.910
65   145  43.290
65   146  53.080
65   147  63.550
65   148  73.150
65   149  83.560
65   150  93.270
65   151  3.800
65   152  13.440
65   153  24.160
65   154  34.050
66   66   -6.590
66   67   10.530
66   68   17.150
66   69   20.660
66   70   26.540
66   71   29.510
66   72   34.880
66   73   37.470
66   74   42.640
66   75   44.870
66   76   49.630
66   77   52.000
66   78   56.370
66   79   58.370
66   80   62.550
66   81   64.360
66   82   67.980
66   83   67.720
66   84   69.300
66   85   68.660
66   86   70.050
66   87   69.050
66   88   70.270
66   89   69.110
66   90   70.560
66   91   69.500
66   92   70.550
66   93   69.180
66   94   69.830
66   95   68.060
66   96   68.180
66   97   66.440
66   98   65.960
66   99   63.630
66   100  62.630
66   101  59.980
66   102  58.480
66   103  55.320
66   104  53.320
66   105  49.740
66   106  47.350
66   107  43.540
66   108  40.980
66   109  36.760
66   110  33.650
66   111  28.930
66   112  25.570
66   113  20.430
66   114  16.910
66   115  11.290
66   116  -7.350
66   117  -1.390
66   118  3.060
66   119  9.330
66   120  14.220
66   121  20.860
66   122  26.130
66   123  33.100
66   124  38.450
66   125  45.500
66   126  51.760
66   127  61.310
66   128  69.460
66   129  79.140
66   130  87.320
66   131  97.180
66   132  5.200
66   133  15.110
66   134  23.300
66   135  33.300
66   136  41.740
66   137  51.770
66   138  60.200
66   139  70.300
66   140  78.680
66   141  88.560
66   142  97.160
66   143  7.240
66   144  16.020
66   145  26.490
66   146  35.560
66   147  46.000
66   148  55.000
66   149  65.380
66   150  74.560
66   151  85.020
66   152  94.090
66   153  4.850
66   154  13.970
67   69   10.810
67   70   16.710
67   71   20.180
67   72   25.700
67   73   28.930
67   74   33.950
67   75   36.950
67   76   41.740
67   77   44.680
67   78   49.090
67   79   51.650
67   80   55.890
67   81   58.220
67   82   61.850
67   83   62.210
67   84   63.720
67   85   63.820
67   86   65.140
67   87   64.770
67   88   66.060
67   89   65.360
67   90   66.980
67   91   66.260
67   92   67.260
67   93   66.390
67   94   67.080
67   95   65.940
67   96   66.320
67   97   65.060
67   98   64.920
67   99   63.090
67   100  62.300
67   101  60.150
67   102  58.790
67   103  56.190
67   104  54.400
67   105  51.370
67   106  49.120
67   107  45.790
67   108  43.420
67   109  39.620
67   110  36.670
67   111  32.470
67   112  29.160
67   113  24.600
67   114  21.190
67   115  15.940
67   116  12.200
67   117  -6.630
67   118  -2.430
67   119  3.390
67   120  8.070
67   121  14.360
67   122  19.490
67   123  25.690
67   124  30.920
67   125  37.420
67   126  43.470
67   127  52.500
67   128  60.590
67   129  69.630
67   130  77.700
67   131  86.930
67   132  94.840
67   133  4.210
67   134  12.430
67   135  21.790
67   136  30.180
67   137  39.610
67   138  47.940
67   139  57.370
67   140  65.500
67   141  74.960
67   142  83.400
67   143  93.040
67   144  1.910
67   145  11.670
67   146  20.710
67   147  30.550
67   148  39.520
67   149  49.360
67   150  58.470
67   151  68.360
67   152  77.470
67   153  87.460
67   154  96.670
68   68   1.430
68   69   -2.570
68   70   -8.970
68   71   12.590
68   72   18.750
68   73   21.830
68   74   27.620
68   75   30.640
68   76   36.000
68   77   38.980
68   78   43.950
68   79   46.580
68   80   51.330
68   81   53.670
68   82   57.920
68   83   58.220
68   84   60.470
68   85   60.500
68   86   62.440
68   87   62.150
68   88   63.900
68   89   63.370
68   90   65.330
68   91   64.550
68   92   66.060
68   93   65.220
68   94   66.410
68   95   65.120
68   96   66.060
68   97   64.570
68   98   65.080
68   99   63.260
68   100  62.970
68   101  60.970
68   102  60.160
68   103  57.760
68   104  56.520
68   105  53.640
68   106  51.860
68   107  48.730
68   108  46.770
68   109  43.130
68   110  40.710
68   111  36.560
68   112  33.820
68   113  29.370
68   114  26.330
68   115  21.290
68   116  17.940
68   117  12.610
68   118  -8.860
68   119  -3.260
68   120  1.070
68   121  7.230
68   122  11.580
68   123  17.660
68   124  22.340
68   125  28.640
68   126  34.170
68   127  43.140
68   128  50.590
68   129  59.510
68   130  66.960
68   131  76.070
68   132  83.450
68   133  92.840
68   134  00.420
68   135  9.740
68   136  17.530
68   137  26.870
68   138  34.520
68   139  43.700
68   140  51.400
68   141  60.710
68   142  68.700
68   143  78.440
68   144  86.590
68   145  96.320
68   146  4.760
68   147  14.570
68   148  23.010
68   149  32.780
68   150  41.320
68   151  51.250
68   152  59.590
68   153  69.660
68   154  78.440
69   71   -2.770
69   72   -8.780
69   73   12.620
69   74   18.430
69   75   22.030
69   76   27.420
69   77   30.970
69   78   36.000
69   79   39.140
69   80   43.910
69   81   46.870
69   82   51.060
69   83   52.100
69   84   54.280
69   85   54.930
69   86   56.950
69   87   57.110
69   88   59.030
69   89   58.840
69   90   60.750
69   91   60.470
69   92   62.010
69   93   61.680
69   94   62.720
69   95   61.990
69   96   62.820
69   97   61.900
69   98   62.360
69   99   61.260
69   100  61.260
69   101  59.810
69   102  59.200
69   103  57.360
69   104  56.270
69   105  53.850
69   106  52.270
69   107  49.550
69   108  47.770
69   109  44.640
69   110  42.270
69   111  38.700
69   112  36.080
69   113  31.990
69   114  29.160
69   115  24.500
69   116  21.400
69   117  16.520
69   118  12.990
69   119  -7.730
69   120  -3.540
69   121  1.840
69   122  6.070
69   123  11.600
69   124  16.080
69   125  21.860
69   126  27.320
69   127  35.660
69   128  43.000
69   129  51.300
69   130  58.630
69   131  67.200
69   132  74.600
69   133  83.360
69   134  90.890
69   135  99.610
69   136  7.300
69   137  15.960
69   138  23.370
69   139  32.130
69   140  39.670
69   141  48.530
69   142  56.620
69   143  65.640
69   144  73.770
69   145  82.900
69   146  91.310
69   147  00.590
69   148  8.950
69   149  18.150
69   150  26.730
69   151  35.890
69   152  44.310
69   153  53.950
69   154  62.510
70   70   9.930
70   71   5.810
70   72   -0.960
70   73   -4.830
70   74   11.210
70   75   14.840
70   76   20.800
70   77   24.410
70   78   29.960
70   79   33.120
70   80   38.500
70   81   41.400
70   82   46.330
70   83   47.290
70   84   50.100
70   85   50.830
70   86   53.310
70   87   53.640
70   88   55.900
70   89   55.650
70   90   58.060
70   91   57.820
70   92   59.860
70   93   59.370
70   94   60.980
70   95   60.140
70   96   61.540
70   97   60.570
70   98   61.610
70   99   60.380
70   100  60.870
70   101  59.330
70   102  59.250
70   103  57.550
70   104  56.930
70   105  54.710
70   106  53.540
70   107  50.990
70   108  49.720
70   109  46.650
70   110  44.850
70   111  41.390
70   112  39.140
70   113  35.260
70   114  32.810
70   115  28.400
70   116  25.750
70   117  21.090
70   118  17.900
70   119  12.790
70   120  -9.370
70   121  -4.110
70   122  -0.430
70   123  4.900
70   124  8.850
70   125  14.570
70   126  19.400
70   127  27.620
70   128  34.340
70   129  42.520
70   130  49.310
70   131  57.910
70   132  64.680
70   133  73.390
70   134  80.320
70   135  88.940
70   136  95.960
70   137  4.370
70   138  11.350
70   139  19.950
70   140  27.060
70   141  36.010
70   142  43.380
70   143  52.370
70   144  59.900
70   145  69.000
70   146  76.880
70   147  86.080
70   148  93.880
70   149  3.120
70   150  10.930
70   151  20.170
70   152  28.160
70   153  37.590
70   154  45.730
71   73   5.080
71   74   -1.340
71   75   -5.540
71   76   11.560
71   77   15.680
71   78   21.240
71   79   25.020
71   80   30.340
71   81   33.980
71   82   38.840
71   83   40.430
71   84   43.310
71   85   44.500
71   86   47.150
71   87   47.810
71   88   50.020
71   89   50.280
71   90   52.720
71   91   52.980
71   92   54.870
71   93   54.950
71   94   56.440
71   95   56.170
71   96   57.520
71   97   57.140
71   98   58.050
71   99   57.250
71   100  57.760
71   101  56.790
71   102  56.800
71   103  55.480
71   104  55.190
71   105  53.380
71   106  52.380
71   107  50.340
71   108  49.130
71   109  46.630
71   110  44.950
71   111  41.850
71   112  39.810
71   113  36.320
71   114  34.110
71   115  30.160
71   116  27.720
71   117  23.410
71   118  20.360
71   119  16.020
71   120  12.720
71   121  -8.000
71   122  -4.530
71   123  0.270
71   124  4.170
71   125  9.250
71   126  13.970
71   127  21.560
71   128  28.160
71   129  35.800
71   130  42.620
71   131  50.590
71   132  57.300
71   133  65.420
71   134  72.250
71   135  80.190
71   136  86.970
71   137  94.960
71   138  1.780
71   139  9.940
71   140  17.130
71   141  25.370
71   142  32.720
71   143  41.110
71   144  48.600
71   145  57.170
71   146  64.980
71   147  73.610
71   148  81.440
71   149  89.920
71   150  97.810
71   151  6.620
71   152  14.400
71   153  23.410
71   154  31.530
72   72   18.200
72   73   13.720
72   74   6.730
72   75   2.470
72   76   -4.060
72   77   -8.200
72   78   14.380
72   79   18.090
72   80   24.160
72   81   27.730
72   82   33.210
72   83   34.870
72   84   38.220
72   85   39.570
72   86   42.550
72   87   43.170
72   88   45.880
72   89   46.170
72   90   49.120
72   91   49.230
72   92   51.680
72   93   51.640
72   94   53.700
72   95   53.390
72   96   55.320
72   97   54.800
72   98   56.150
72   99   55.370
72   100  56.450
72   101  55.490
72   102  55.870
72   103  54.450
72   104  54.670
72   105  52.900
72   106  52.430
72   107  50.450
72   108  49.800
72   109  47.420
72   110  46.110
72   111  43.220
72   112  41.560
72   113  38.320
72   114  36.570
72   115  32.820
72   116  30.730
72   117  26.560
72   118  24.290
72   119  20.060
72   120  17.310
72   121  12.810
72   122  -9.850
72   123  -5.110
72   124  -1.850
72   125  3.120
72   126  7.210
72   127  14.690
72   128  20.750
72   129  28.420
72   130  34.600
72   131  42.520
72   132  48.640
72   133  56.650
72   134  62.810
72   135  70.500
72   136  76.850
72   137  84.690
72   138  91.070
72   139  99.320
72   140  5.800
72   141  14.010
72   142  20.750
72   143  29.110
72   144  36.070
72   145  44.570
72   146  51.810
72   147  60.480
72   148  67.540
72   149  76.100
72   150  83.560
72   151  92.160
72   152  99.520
72   153  8.510
72   154  16.090
73   75   12.510
73   76   5.960
73   77   1.200
73   78   -4.920
73   79   -9.370
73   80   15.360
73   81   19.560
73   82   25.120
73   83   27.240
73   84   30.750
73   85   32.440
73   86   35.370
73   87   36.500
73   88   39.240
73   89   40.030
73   90   42.820
73   91   43.500
73   92   45.840
73   93   46.370
73   94   48.380
73   95   48.650
73   96   50.450
73   97   50.360
73   98   51.740
73   99   51.530
73   100  52.620
73   101  52.020
73   102  52.300
73   103  51.540
73   104  51.720
73   105  50.330
73   106  50.290
73   107  48.920
73   108  48.440
73   109  46.420
73   110  45.320
73   111  42.810
73   112  41.400
73   113  38.610
73   114  37.070
73   115  33.680
73   116  31.730
73   117  28.330
73   118  26.170
73   119  22.500
73   120  19.960
73   121  15.970
73   122  13.070
73   123  -8.970
73   124  -5.820
73   125  -1.480
73   126  2.490
73   127  9.430
73   128  15.520
73   129  22.560
73   130  28.690
73   131  36.010
73   132  42.030
73   133  49.370
73   134  55.280
73   135  62.550
73   136  68.740
73   137  76.130
73   138  82.610
73   139  90.140
73   140  96.590
73   141  4.200
73   142  10.910
73   143  18.740
73   144  25.630
73   145  33.560
73   146  40.830
73   147  48.740
73   148  55.880
73   149  64.010
73   150  71.260
73   151  79.440
73   152  86.780
73   153  95.230
73   154  2.800
74   74   26.120
74   75   21.330
74   76   14.160
74   77   9.470
74   78   2.610
74   79   -1.770
74   80   -8.390
74   81   12.660
74   82   18.670
74   83   20.960
74   84   24.810
74   85   26.450
74   86   29.890
74   87   31.040
74   88   34.290
74   89   34.930
74   90   38.290
74   91   38.850
74   92   41.760
74   93   42.240
74   94   44.840
74   95   44.970
74   96   47.200
74   97   47.150
74   98   49.090
74   99   48.890
74   100  50.340
74   101  49.640
74   102  50.580
74   103  49.780
74   104  50.350
74   105  49.270
74   106  49.530
74   107  48.230
74   108  48.250
74   109  46.410
74   110  45.690
74   111  43.440
74   112  42.470
74   113  39.900
74   114  38.710
74   115  35.450
74   116  34.280
74   117  31.000
74   118  29.390
74   119  25.920
74   120  23.900
74   121  19.970
74   122  17.720
74   123  13.720
74   124  11.200
74   125  -6.980
74   126  -3.540
74   127  3.430
74   128  8.880
74   129  15.860
74   130  21.400
74   131  28.620
74   132  33.970
74   133  41.060
74   134  46.550
74   135  53.660
74   136  59.410
74   137  66.890
74   138  72.650
74   139  80.160
74   140  86.010
74   141  93.580
74   142  99.770
74   143  7.520
74   144  13.840
74   145  21.800
74   146  28.320
74   147  36.300
74   148  43.020
74   149  50.930
74   150  57.760
74   151  65.920
74   152  72.720
74   153  81.160
74   154  88.270
75   77   19.540
75   78   12.750
75   79   7.740
75   80   1.050
75   81   -3.680
75   82   -9.860
75   83   12.490
75   84   16.290
75   85   18.430
75   86   21.900
75   87   23.560
75   88   26.650
75   89   27.850
75   90   31.100
75   91   32.230
75   92   35.090
75   93   36.160
75   94   38.620
75   95   39.190
75   96   41.450
75   97   41.960
75   98   43.900
75   99   44.070
75   100  45.420
75   101  45.380
75   102  46.290
75   103  45.870
75   104  46.750
75   105  45.980
75   106  46.300
75   107  45.470
75   108  45.660
75   109  43.970
75   110  43.770
75   111  41.980
75   112  41.230
75   113  39.010
75   114  37.950
75   115  35.480
75   116  34.420
75   117  31.690
75   118  30.290
75   119  27.340
75   120  25.380
75   121  22.090
75   122  19.940
75   123  16.580
75   124  14.170
75   125  10.490
75   126  -7.020
75   127  -0.690
75   128  4.710
75   129  11.100
75   130  16.540
75   131  23.090
75   132  28.180
75   133  34.850
75   134  40.180
75   135  46.850
75   136  52.690
75   137  59.460
75   138  65.190
75   139  72.100
75   140  77.910
75   141  84.960
75   142  91.070
75   143  98.260
75   144  4.610
75   145  11.810
75   146  18.400
75   147  25.960
75   148  32.460
75   149  39.960
75   150  46.760
75   151  54.390
75   152  61.170
75   153  69.160
75   154  76.260
76   76   33.940
76   77   28.580
76   78   21.170
76   79   16.080
76   80   8.940
76   81   4.040
76   82   -2.480
76   83   -5.060
76   84   -9.360
76   85   11.540
76   86   15.510
76   87   17.010
76   88   20.670
76   89   21.760
76   90   25.570
76   91   26.660
76   92   30.110
76   93   31.040
76   94   33.930
76   95   34.530
76   96   37.360
76   97   37.870
76   98   40.190
76   99   40.250
76   100  42.270
76   101  42.190
76   102  43.480
76   103  43.370
76   104  44.550
76   105  43.840
76   106  44.640
76   107  43.970
76   108  44.200
76   109  42.870
76   110  42.850
76   111  41.080
76   112  41.260
76   113  39.030
76   114  38.760
76   115  36.390
76   116  35.880
76   117  33.360
76   118  32.480
76   119  29.590
76   120  28.270
76   121  25.090
76   122  23.570
76   123  20.320
76   124  18.460
76   125  14.740
76   126  11.910
76   127  -5.630
76   128  -0.830
76   129  5.460
76   130  10.230
76   131  16.520
76   132  21.200
76   133  27.710
76   134  32.600
76   135  39.360
76   136  44.480
76   137  51.220
76   138  56.350
76   139  63.230
76   140  68.520
76   141  75.490
76   142  81.030
76   143  88.250
76   144  93.850
76   145  1.130
76   146  7.280
76   147  14.630
76   148  20.710
76   149  28.180
76   150  34.450
76   151  42.060
76   152  48.400
76   153  56.370
76   154  62.780
77   81   14.140
77   82   7.670
77   83   4.580
77   84   0.250
77   85   -2.430
77   86   -6.250
77   87   -8.320
77   88   11.860
77   89   13.520
77   90   17.290
77   91   18.960
77   92   22.260
77   93   23.630
77   94   26.560
77   95   27.720
77   96   30.550
77   97   31.430
77   98   33.650
77   99   34.370
77   100  36.350
77   101  36.660
77   102  38.260
77   103  38.460
77   104  39.690
77   105  39.460
77   106  40.420
77   107  39.790
77   108  40.380
77   109  39.220
77   110  39.330
77   111  38.270
77   112  38.340
77   113  36.600
77   114  36.660
77   115  34.850
77   116  34.550
77   117  32.550
77   118  31.730
77   119  29.480
77   120  28.270
77   121  25.720
77   122  24.320
77   123  21.600
77   124  19.710
77   125  16.630
77   126  13.850
77   127  -8.170
77   128  -3.460
77   129  2.150
77   130  6.670
77   131  12.540
77   132  17.060
77   133  23.130
77   134  28.110
77   135  34.150
77   136  39.250
77   137  45.390
77   138  50.490
77   139  56.830
77   140  62.050
77   141  68.460
77   142  74.030
77   143  80.490
77   144  86.160
77   145  93.010
77   146  98.950
77   147  5.880
77   148  11.940
77   149  18.880
77   150  25.130
77   151  32.290
77   152  38.610
77   153  45.890
77   154  52.330
78   78   41.580
78   79   35.870
78   80   28.220
78   81   23.030
78   82   16.060
78   83   12.940
78   84   8.110
78   85   5.580
78   86   1.200
78   87   -0.760
78   88   -4.870
78   89   -6.480
78   90   10.830
78   91   12.360
78   92   16.110
78   93   17.510
78   94   21.000
78   95   22.170
78   96   25.370
78   97   26.150
78   98   29.020
78   99   29.710
78   100  32.070
78   101  32.690
78   102  34.590
78   103  34.850
78   104  36.570
78   105  36.490
78   106  37.500
78   107  37.220
78   108  37.980
78   109  36.960
78   110  37.770
78   111  36.600
78   112  37.190
78   113  35.710
78   114  36.210
78   115  34.450
78   116  34.870
78   117  32.800
78   118  32.620
78   119  30.480
78   120  29.900
78   121  27.460
78   122  26.600
78   123  23.850
78   124  22.600
78   125  19.570
78   126  17.390
78   127  11.800
78   128  -7.770
78   129  -2.400
78   130  1.690
78   131  7.410
78   132  11.480
78   133  17.640
78   134  21.900
78   135  27.920
78   136  32.420
78   137  38.520
78   138  43.090
78   139  49.360
78   140  54.010
78   141  60.450
78   142  65.270
78   143  71.800
78   144  77.050
78   145  83.680
78   146  89.210
78   147  96.110
78   148  1.640
78   149  8.560
78   150  14.360
78   151  21.500
78   152  27.130
78   153  34.440
78   154  40.380
79   85   15.500
79   86   11.230
79   87   8.710
79   88   4.640
79   89   2.450
79   90   -1.770
79   91   -3.740
79   92   -7.510
79   93   -9.470
79   94   12.970
79   95   14.500
79   96   17.600
79   97   19.050
79   98   21.880
79   99   22.960
79   100  25.630
79   101  26.550
79   102  28.510
79   103  29.250
79   104  31.120
79   105  31.090
79   106  32.450
79   107  32.350
79   108  33.250
79   109  32.920
79   110  33.620
79   111  32.970
79   112  33.820
79   113  32.780
79   114  33.250
79   115  32.220
79   116  32.480
79   117  31.110
79   118  31.180
79   119  29.640
79   120  29.180
79   121  27.280
79   122  26.390
79   123  24.280
79   124  23.070
79   125  20.640
79   126  18.560
79   127  13.650
79   128  -9.870
79   129  -4.920
79   130  -0.990
79   131  4.290
79   132  8.450
79   133  13.890
79   134  18.130
79   135  23.550
79   136  28.020
79   137  33.590
79   138  38.090
79   139  43.790
79   140  48.470
79   141  54.150
79   142  59.050
79   143  65.150
79   144  70.180
79   145  76.400
79   146  81.900
79   147  88.270
79   148  93.780
79   149  00.250
79   150  6.040
79   151  12.490
79   152  18.140
79   153  24.950
79   154  30.860
80   80   49.230
80   81   43.500
80   82   36.000
80   83   32.530
80   84   27.280
80   85   24.310
80   86   19.470
80   87   16.990
80   88   12.340
80   89   10.280
80   90   5.630
80   91   3.630
80   92   -0.700
80   93   -2.670
80   94   -6.540
80   95   -7.970
80   96   11.730
80   97   13.140
80   98   16.360
80   99   17.740
80   100  20.720
80   101  21.700
80   102  24.140
80   103  25.030
80   104  26.960
80   105  27.270
80   106  28.800
80   107  28.840
80   108  30.440
80   109  30.000
80   110  31.220
80   111  30.830
80   112  32.130
80   113  31.050
80   114  32.250
80   115  31.070
80   116  31.900
80   117  30.450
80   118  31.000
80   119  29.480
80   120  29.560
80   121  27.630
80   122  27.380
80   123  25.320
80   124  24.710
80   125  22.380
80   126  20.970
80   127  16.310
80   128  12.950
80   129  -8.160
80   130  -4.670
80   131  0.700
80   132  4.140
80   133  9.560
80   134  13.200
80   135  18.590
80   136  22.520
80   137  28.020
80   138  31.950
80   139  37.690
80   140  41.610
80   141  47.370
80   142  51.830
80   143  57.720
80   144  62.330
80   145  68.530
80   146  73.500
80   147  79.850
80   148  84.910
80   149  91.360
80   150  96.460
80   151  2.930
80   152  8.090
80   153  14.870
80   154  20.350
81   89   20.450
81   90   15.770
81   91   13.210
81   92   8.870
81   93   6.530
81   94   2.770
81   95   0.670
81   96   -3.050
81   97   -4.840
81   98   -8.370
81   99   10.060
81   100  13.090
81   101  14.550
81   102  17.150
81   103  18.090
81   104  20.360
81   105  20.860
81   106  22.530
81   107  23.260
81   108  24.750
81   109  24.830
81   110  26.320
81   111  26.370
81   112  27.620
81   113  27.280
81   114  28.320
81   115  27.710
81   116  28.470
81   117  27.500
81   118  28.120
81   119  27.020
81   120  27.090
81   121  25.910
81   122  25.830
81   123  24.370
81   124  23.860
81   125  22.210
81   126  21.050
81   127  16.800
81   128  13.600
81   129  -9.260
81   130  -5.670
81   131  -1.020
81   132  2.400
81   133  7.210
81   134  10.820
81   135  15.680
81   136  19.540
81   137  24.470
81   138  28.430
81   139  33.410
81   140  37.410
81   141  42.730
81   142  46.980
81   143  52.460
81   144  57.050
81   145  62.710
81   146  67.660
81   147  73.560
81   148  78.600
81   149  84.370
81   150  89.490
81   151  95.470
81   152  00.600
81   153  6.940
81   154  12.450
82   84   49.060
82   85   45.560
82   86   40.180
82   87   37.260
82   88   32.300
82   89   29.780
82   90   24.540
82   91   21.970
82   92   17.260
82   93   15.020
82   94   10.600
82   95   8.540
82   96   4.430
82   97   2.330
82   98   -1.500
82   99   -3.250
82   100  -6.760
82   101  -8.380
82   102  11.020
82   103  12.310
82   104  14.760
82   105  15.400
82   106  17.760
82   107  18.390
82   108  20.390
82   109  20.740
82   110  22.660
82   111  22.670
82   112  24.660
82   113  24.160
82   114  25.780
82   115  25.090
82   116  26.330
82   117  25.430
82   118  26.470
82   119  25.360
82   120  26.010
82   121  24.810
82   122  25.100
82   123  23.790
82   124  23.880
82   125  22.470
82   126  21.730
82   127  17.650
82   128  14.890
82   129  10.450
82   130  -7.580
82   131  -2.960
82   132  -0.140
82   133  4.640
82   134  7.720
82   135  12.500
82   136  15.800
82   137  20.770
82   138  23.970
82   139  29.020
82   140  32.590
82   141  37.700
82   142  41.530
82   143  46.990
82   144  51.040
82   145  56.680
82   146  61.180
82   147  67.070
82   148  71.420
82   149  77.210
82   150  81.840
82   151  87.790
82   152  92.480
82   153  98.860
82   154  3.870
83   97   12.550
83   98   8.660
83   99   6.430
83   100  2.760
83   101  1.100
83   102  -1.900
83   103  -3.360
83   104  -5.950
83   105  -7.280
83   106  -9.530
83   107  10.680
83   108  12.950
83   109  13.730
83   110  15.620
83   111  16.360
83   112  18.200
83   113  18.270
83   114  19.810
83   115  19.600
83   116  20.910
83   117  20.440
83   118  21.470
83   119  20.930
83   120  21.560
83   121  20.670
83   122  21.110
83   123  20.030
83   124  20.170
83   125  18.900
83   126  18.320
83   127  14.680
83   128  11.830
83   129  -8.110
83   130  -5.270
83   131  -1.250
83   132  1.540
83   133  5.800
83   134  8.800
83   135  13.010
83   136  16.340
83   137  20.550
83   138  23.830
83   139  28.450
83   140  31.800
83   141  36.500
83   142  40.310
83   143  45.220
83   144  49.260
83   145  54.450
83   146  58.940
83   147  64.140
83   148  68.510
83   149  73.810
83   150  78.400
83   151  83.920
83   152  88.640
83   153  94.520
83   154  99.400
84   94   31.840
84   95   29.080
84   96   24.360
84   97   21.900
84   98   17.530
84   99   15.140
84   100  11.420
84   101  9.410
84   102  6.240
84   103  4.640
84   104  1.360
84   105  0.130
84   106  -2.640
84   107  -4.050
84   108  -6.750
84   109  -7.500
84   110  10.120
84   111  10.710
84   112  13.120
84   113  13.120
84   114  15.130
84   115  15.000
84   116  16.730
84   117  16.250
84   118  17.850
84   119  17.300
84   120  18.240
84   121  17.500
84   122  18.160
84   123  17.180
84   124  17.520
84   125  16.380
84   126  15.880
84   127  12.490
84   128  10.410
84   129  -6.710
84   130  -4.470
84   131  -0.480
84   132  1.780
84   133  5.960
84   134  8.390
84   135  12.640
84   136  15.210
84   137  19.490
84   138  22.340
84   139  26.750
84   140  29.690
84   141  34.360
84   142  37.630
84   143  42.530
84   144  46.120
84   145  51.300
84   146  55.090
84   147  60.310
84   148  64.190
84   149  69.460
84   150  73.620
84   151  79.170
84   152  83.390
84   153  89.150
84   154  93.670
85   101  19.590
85   102  16.290
85   103  13.990
85   104  10.810
85   105  9.070
85   106  6.030
85   107  4.190
85   108  1.520
85   109  0.040
85   110  -2.430
85   111  -3.590
85   112  -5.920
85   113  -6.400
85   114  -8.490
85   115  -8.780
85   116  10.490
85   117  10.580
85   118  12.170
85   119  11.920
85   120  13.010
85   121  12.500
85   122  13.270
85   123  12.480
85   124  12.960
85   125  12.060
85   126  11.610
85   127  -8.480
85   128  -6.670
85   129  -3.420
85   130  -1.240
85   131  2.230
85   132  4.410
85   133  8.020
85   134  10.490
85   135  13.980
85   136  16.630
85   137  20.480
85   138  23.110
85   139  27.110
85   140  30.020
85   141  34.160
85   142  37.410
85   143  41.860
85   144  45.440
85   145  49.920
85   146  53.740
85   147  58.470
85   148  62.320
85   149  67.150
85   150  71.340
85   151  76.390
85   152  80.490
85   153  85.880
85   154  90.360
86   96   45.590
86   97   42.490
86   98   37.910
86   99   35.130
86   100  30.890
86   101  28.560
86   102  24.560
86   103  22.360
86   104  18.670
86   105  16.670
86   106  13.190
86   107  11.380
86   108  7.980
86   109  6.660
86   110  3.610
86   111  2.530
86   112  -0.280
86   113  -0.830
86   114  -3.340
86   115  -3.620
86   116  -5.910
86   117  -5.980
86   118  -7.880
86   119  -7.780
86   120  -9.090
86   121  -8.690
86   122  -9.640
86   123  -8.990
86   124  -9.710
86   125  -8.860
86   126  -8.670
86   127  -5.650
86   128  -4.210
86   129  -1.140
86   130  0.290
86   131  3.600
86   132  5.220
86   133  8.870
86   134  10.580
86   135  14.140
86   136  16.360
86   137  19.990
86   138  22.210
86   139  26.180
86   140  28.560
86   141  32.680
86   142  35.490
86   143  39.920
86   144  42.810
86   145  47.320
86   146  50.640
86   147  55.340
86   148  58.750
86   149  63.610
86   150  67.310
86   151  72.230
86   152  75.970
86   153  81.320
86   154  85.530
87   103  32.520
87   104  28.570
87   105  26.130
87   106  22.690
87   107  20.140
87   108  16.900
87   109  15.000
87   110  12.040
87   111  10.470
87   112  7.590
87   113  6.620
87   114  4.120
87   115  3.270
87   116  0.990
87   117  0.610
87   118  -1.430
87   119  -1.560
87   120  -2.980
87   121  -2.770
87   122  -3.860
87   123  -3.450
87   124  -4.210
87   125  -3.630
87   126  -3.550
87   127  -0.900
87   128  0.360
87   129  3.010
87   130  4.410
87   131  7.170
87   132  8.610
87   133  11.330
87   134  13.260
87   135  16.390
87   136  18.390
87   137  21.610
87   138  23.810
87   139  27.240
87   140  29.610
87   141  33.280
87   142  36.070
87   143  39.810
87   144  42.720
87   145  46.730
87   146  50.030
