Z    N    M
41   68   58.990
41   69   54.470
41   70   52.010
41   71   47.090
41   72   44.220
41   73   38.980
41   74   35.800
41   75   30.450
41   76   27.000
41   77   21.460
41   78   17.900
41   79   12.420
41   80   -8.820
41   81   -3.560
41   82   0.320
41   83   7.860
41   84   14.150
41   85   21.910
41   86   28.510
41   87   36.800
41   88   43.720
41   89   52.580
41   90   59.720
41   91   68.610
41   92   76.240
41   93   85.590
41   94   93.680
41   95   3.640
41   96   12.290
41   97   22.400
41   98   31.660
41   99   42.550
41   100  52.330
41   102  73.770
41   104  96.200
42   36   -7.600
42   37   14.910
42   38   25.150
42   39   31.790
42   40   41.060
42   41   46.870
42   42   55.740
42   43   58.640
42   44   64.780
42   45   67.460
42   46   72.950
42   47   75.140
42   48   80.160
42   49   82.240
42   50   86.900
42   51   86.790
42   52   88.410
42   53   87.620
42   54   88.790
42   55   87.650
42   56   88.130
42   57   86.060
42   58   86.060
42   59   83.530
42   60   83.450
42   61   80.860
42   62   80.440
42   63   77.370
42   64   76.580
42   65   72.950
42   66   71.920
42   67   67.760
42   68   66.220
42   69   61.740
42   70   59.950
42   71   55.120
42   72   52.850
42   73   47.720
42   74   45.220
42   75   39.870
42   76   37.050
42   77   31.610
42   78   28.740
42   79   23.350
42   80   20.500
42   81   15.330
42   82   12.000
42   83   -4.540
42   84   1.190
42   85   8.840
42   86   15.000
42   87   23.160
42   88   29.690
42   89   38.410
42   90   45.060
42   91   53.960
42   92   61.160
42   93   70.300
42   94   78.130
42   95   87.850
42   96   95.930
42   97   6.010
42   98   14.700
42   99   25.320
42   100  34.570
42   101  45.540
42   102  55.300
42   104  77.210
42   106  99.980
42   108  23.070
43   39   22.160
43   40   31.340
43   41   38.240
43   42   46.800
43   43   52.880
43   44   59.120
43   45   62.540
43   46   67.970
43   47   70.890
43   48   75.980
43   49   78.740
43   50   83.570
43   51   84.140
43   52   86.000
43   53   85.820
43   54   87.340
43   55   86.460
43   56   87.410
43   57   86.230
43   58   86.250
43   59   84.550
43   60   84.510
43   61   82.580
43   62   82.270
43   63   79.700
43   64   78.980
43   65   76.130
43   66   74.980
43   67   71.510
43   68   70.020
43   69   66.210
43   70   64.510
43   71   60.270
43   72   58.110
43   73   53.660
43   74   51.160
43   75   46.450
43   76   43.720
43   77   38.970
43   78   36.190
43   79   31.550
43   80   28.780
43   81   24.170
43   82   20.920
43   83   14.020
43   84   -8.390
43   85   -1.190
43   86   4.840
43   87   12.620
43   88   19.010
43   89   27.240
43   90   33.890
43   91   42.360
43   92   49.350
43   93   58.220
43   94   65.820
43   95   74.970
43   96   83.020
43   97   92.540
43   98   00.960
43   99   11.040
43   100  20.150
43   101  30.550
43   102  40.240
43   103  51.270
43   104  61.410
43   106  83.580
43   108  5.770
43   110  28.550
44   38   -6.850
44   39   14.410
44   40   24.670
44   41   31.270
44   42   40.880
44   43   47.060
44   44   55.980
44   45   59.340
44   46   65.500
44   47   68.490
44   48   74.270
44   49   77.190
44   50   82.700
44   51   83.510
44   52   85.970
44   53   86.150
44   54   88.170
44   55   87.570
44   56   89.200
44   57   87.950
44   58   88.960
44   59   87.290
44   60   87.910
44   61   86.090
44   62   86.280
44   63   83.790
44   64   83.850
44   65   80.870
44   66   80.410
44   67   76.990
44   68   76.170
44   69   72.450
44   70   71.340
44   71   67.220
44   72   65.740
44   73   61.290
44   74   59.420
44   75   54.800
44   76   52.760
44   77   48.100
44   78   46.070
44   79   41.520
44   80   39.310
44   81   34.770
44   82   32.080
44   83   25.280
44   84   20.110
44   85   13.030
44   86   -7.390
44   87   0.250
44   88   6.150
44   89   14.380
44   90   20.610
44   91   28.870
44   92   35.590
44   93   44.230
44   94   51.250
44   95   60.380
44   96   67.860
44   97   77.120
44   98   84.990
44   99   94.940
44   100  3.480
44   101  13.820
44   102  23.050
44   103  33.790
44   104  43.480
44   106  64.860
44   108  86.200
44   110  8.260
44   112  31.230
44   114  54.730
45   41   21.560
45   42   31.280
45   43   38.200
45   44   47.060
45   45   53.110
45   46   59.340
45   47   63.010
45   48   68.950
45   49   72.550
45   50   78.310
45   51   79.730
45   52   82.540
45   53   83.220
45   54   85.520
45   55   85.600
45   56   87.350
45   57   86.800
45   58   88.090
45   59   86.970
45   60   87.810
45   61   86.490
45   62   86.750
45   63   85.040
45   64   84.970
45   65   82.680
45   66   82.270
45   67   79.520
45   68   78.790
45   69   75.670
45   70   74.670
45   71   71.230
45   72   69.750
45   73   65.930
45   74   64.160
45   75   60.230
45   76   58.280
45   77   54.370
45   78   52.420
45   79   48.420
45   80   46.300
45   81   42.320
45   82   39.730
45   83   33.390
45   84   28.330
45   85   21.640
45   86   16.140
45   87   -9.000
45   88   -3.090
45   89   4.720
45   90   10.730
45   91   18.720
45   92   25.210
45   93   33.280
45   94   40.280
45   95   48.840
45   96   56.050
45   97   64.770
45   98   72.520
45   99   81.890
45   100  90.360
45   101  00.240
45   102  9.180
45   103  19.480
45   104  29.010
45   105  39.710
45   106  49.500
45   107  60.250
45   108  70.040
45   110  91.570
45   112  13.830
45   114  36.760
46   40   -6.060
46   41   13.810
46   42   24.270
46   43   31.130
46   44   40.720
46   45   46.840
46   46   55.520
46   47   59.360
46   48   65.980
46   49   69.830
46   50   76.180
46   51   77.960
46   52   81.270
46   53   82.230
46   54   85.210
46   55   85.410
46   56   87.870
46   57   87.470
46   58   89.440
46   59   88.390
46   60   89.950
46   61   88.470
46   62   89.520
46   63   87.670
46   64   88.290
46   65   86.060
46   66   86.320
46   67   83.660
46   68   83.520
46   69   80.510
46   70   80.200
46   71   76.750
46   72   75.900
46   73   72.180
46   74   71.100
46   75   67.260
46   76   66.060
46   77   62.230
46   78   60.840
46   79   56.930
46   80   55.350
46   81   51.480
46   82   49.350
46   83   43.120
46   84   38.460
46   85   31.910
46   86   26.900
46   87   19.750
46   88   14.260
46   89   -6.670
46   90   -0.920
46   91   6.830
46   92   12.750
46   93   20.790
46   94   27.220
46   95   35.510
46   96   42.190
46   97   50.770
46   98   57.950
46   99   67.250
46   100  75.270
46   101  84.860
46   102  93.360
46   103  3.490
46   104  12.400
46   105  22.830
46   106  32.030
46   107  42.590
46   108  51.850
46   110  72.800
46   112  94.530
46   114  16.800
46   116  39.820
47   43   21.340
47   44   31.000
47   45   37.800
47   46   46.650
47   47   52.640
47   48   59.500
47   49   63.950
47   50   70.660
47   51   72.940
47   52   76.530
47   53   78.170
47   54   81.270
47   55   82.170
47   56   84.780
47   57   85.050
47   58   87.100
47   59   86.830
47   60   88.440
47   61   87.610
47   62   88.750
47   63   87.550
47   64   88.230
47   65   86.660
47   66   87.010
47   67   84.940
47   68   84.920
47   69   82.590
47   70   82.270
47   71   79.460
47   72   78.710
47   73   75.670
47   74   74.680
47   75   71.590
47   76   70.480
47   77   67.210
47   78   65.900
47   79   62.540
47   80   61.070
47   81   57.650
47   82   55.640
47   83   49.800
47   84   45.280
47   85   39.220
47   86   34.200
47   87   27.470
47   88   22.210
47   89   14.880
47   90   -9.370
47   91   -2.180
47   92   3.710
47   93   11.180
47   94   17.350
47   95   25.100
47   96   31.640
47   97   39.650
47   98   46.760
47   99   55.610
47   100  63.340
47   101  72.480
47   102  80.820
47   103  90.330
47   104  98.960
47   105  8.810
47   106  17.810
47   107  27.840
47   108  37.100
47   109  47.640
47   110  57.340
47   112  78.490
47   114  00.140
47   116  22.430
47   118  45.360
48   42   -5.850
48   43   13.510
48   44   23.860
48   45   30.820
48   46   40.350
48   47   46.580
48   48   55.230
48   49   60.040
48   50   67.250
48   51   69.800
48   52   74.080
48   53   75.840
48   54   79.640
48   55   80.690
48   56   83.970
48   57   84.330
48   58   87.150
48   59   86.930
48   60   89.240
48   61   88.490
48   62   90.390
48   63   89.210
48   64   90.590
48   65   89.090
48   66   90.030
48   67   88.080
48   68   88.730
48   69   86.400
48   70   86.720
48   71   84.000
48   72   83.930
48   73   80.990
48   74   80.750
48   75   77.740
48   76   77.190
48   77   74.000
48   78   73.250
48   79   69.990
48   80   68.980
48   81   65.680
48   82   64.050
48   83   58.350
48   84   54.320
48   85   48.260
48   86   43.660
48   87   37.160
48   88   32.150
48   89   25.060
48   90   20.120
48   91   12.960
48   92   -7.630
48   93   -0.430
48   94   5.190
48   95   12.810
48   96   18.790
48   97   26.730
48   98   33.380
48   99   41.940
48   100  49.220
48   101  58.210
48   102  65.920
48   103  75.160
48   104  83.210
48   105  92.850
48   106  1.330
48   107  11.350
48   108  20.040
48   109  30.440
48   110  39.750
48   111  50.650
48   112  60.240
48   114  81.190
48   116  2.880
48   118  24.960
48   120  47.700
48   122  71.080
49   44   13.650
49   45   21.290
49   46   31.070
49   47   37.900
49   48   46.910
49   49   52.920
49   50   60.410
49   51   63.650
49   52   68.050
49   53   70.510
49   54   74.460
49   55   76.190
49   56   79.550
49   57   80.670
49   58   83.550
49   59   84.030
49   60   86.420
49   61   86.430
49   62   88.390
49   63   87.970
49   64   89.410
49   65   88.600
49   66   89.580
49   67   88.300
49   68   88.960
49   69   87.260
49   70   87.680
49   71   85.650
49   72   85.670
49   73   83.480
49   74   83.320
49   75   80.870
49   76   80.400
49   77   77.760
49   78   77.120
49   79   74.320
49   80   73.420
49   81   70.510
49   82   69.030
49   83   63.820
49   84   59.780
49   85   54.140
49   86   49.760
49   87   43.520
49   88   38.750
49   89   32.230
49   90   27.310
49   91   20.720
49   92   15.660
49   93   -9.000
49   94   -3.500
49   95   3.540
49   96   9.450
49   97   16.930
49   98   23.290
49   99   31.410
49   100  38.530
49   101  46.890
49   102  54.340
49   103  62.990
49   104  70.840
49   105  79.960
49   106  88.420
49   107  97.880
49   108  6.420
49   109  16.430
49   110  25.560
49   111  35.980
49   112  45.430
49   113  56.150
49   114  65.650
49   116  86.570
49   118  7.940
49   120  30.030
49   122  52.650
49   124  75.630
50   44   -5.820
50   45   13.710
50   46   24.080
50   47   31.270
50   48   40.780
50   49   47.070
50   50   55.820
50   51   59.180
50   52   64.270
50   53   66.890
50   54   71.510
50   55   73.320
50   56   77.450
50   57   78.630
50   58   82.200
50   59   82.770
50   60   85.920
50   61   85.990
50   62   88.710
50   63   88.350
50   64   90.530
50   65   89.890
50   66   91.460
50   67   90.230
50   68   91.670
50   69   90.070
50   70   91.170
50   71   89.230
50   72   90.000
50   73   87.900
50   74   88.300
50   75   85.930
50   76   86.010
50   77   83.480
50   78   83.290
50   79   80.600
50   80   80.100
50   81   77.330
50   82   76.340
50   83   71.120
50   84   67.510
50   85   62.080
50   86   57.970
50   87   51.960
50   88   47.770
50   89   41.270
50   90   36.920
50   91   30.590
50   92   26.080
50   93   19.540
50   94   14.620
50   95   -7.650
50   96   -2.190
50   97   5.000
50   98   10.920
50   99   18.870
50   100  25.370
50   101  33.460
50   102  40.310
50   103  48.770
50   104  56.090
50   105  65.200
50   106  73.100
50   107  82.410
50   108  90.570
50   109  00.390
50   110  9.040
50   111  19.330
50   112  28.220
50   113  38.760
50   114  47.830
50   115  58.770
50   116  67.900
50   118  88.560
50   120  9.960
50   122  31.820
50   124  54.180
51   51   50.610
51   52   55.860
51   53   59.150
51   54   63.860
51   55   66.430
51   56   70.620
51   57   72.500
51   58   76.150
51   59   77.480
51   60   80.690
51   61   81.520
51   62   84.300
51   63   84.680
51   64   87.030
51   65   86.910
51   66   88.610
51   67   88.070
51   68   89.510
51   69   88.490
51   70   89.680
51   71   88.490
51   72   89.350
51   73   87.800
51   74   88.280
51   75   86.470
51   76   86.650
51   77   84.580
51   78   84.500
51   79   82.210
51   80   81.840
51   81   79.570
51   82   78.570
51   83   73.780
51   84   70.380
51   85   65.220
51   86   61.350
51   87   55.910
51   88   51.740
51   89   45.800
51   90   41.720
51   91   35.940
51   92   31.550
51   93   25.590
51   94   20.740
51   95   14.220
51   96   -9.060
51   97   -2.310
51   98   3.450
51   99   10.780
51   100  17.010
51   101  24.510
51   102  31.170
51   103  39.100
51   104  46.410
51   105  54.950
51   106  62.710
51   107  71.630
51   108  79.610
51   109  88.950
51   110  97.460
51   111  7.190
51   112  15.900
51   113  26.020
51   114  34.750
51   115  45.180
51   116  54.100
51   117  64.740
51   118  74.120
51   119  85.000
51   120  94.760
51   122  15.920
51   124  37.610
52   52   49.330
52   53   52.700
52   54   58.180
52   55   60.810
52   56   65.690
52   57   67.650
52   58   72.070
52   59   73.460
52   60   77.430
52   61   78.320
52   62   81.840
52   63   82.380
52   64   85.250
52   65   85.270
52   66   87.660
52   67   87.240
52   68   89.300
52   69   88.580
52   70   90.270
52   71   89.060
52   72   90.470
52   73   89.000
52   74   90.040
52   75   88.330
52   76   88.970
52   77   87.010
52   78   87.330
52   79   85.180
52   80   85.300
52   81   83.020
52   82   82.440
52   83   77.870
52   84   74.740
52   85   69.820
52   86   66.510
52   87   61.090
52   88   57.490
52   89   51.830
52   90   48.290
52   91   42.630
52   92   38.820
52   93   32.930
52   94   28.530
52   95   22.300
52   96   17.590
52   97   10.990
52   98   -5.860
52   99   1.200
52   100  6.840
52   101  14.140
52   102  20.280
52   103  28.190
52   104  34.940
52   105  43.340
52   106  50.710
52   107  59.450
52   108  66.940
52   109  76.150
52   110  84.100
52   111  93.650
52   112  1.940
52   113  11.710
52   114  19.930
52   115  30.160
52   116  38.580
52   117  49.080
52   118  57.900
52   119  68.580
52   120  77.780
52   121  88.800
52   122  98.320
52   124  19.410
52   126  41.770
53   53   43.880
53   54   49.410
53   55   52.740
53   56   57.710
53   57   60.430
53   58   64.910
53   59   67.060
53   60   71.090
53   61   72.720
53   62   76.400
53   63   77.470
53   64   80.470
53   65   81.170
53   66   83.680
53   67   83.890
53   68   86.280
53   69   86.060
53   70   87.900
53   71   87.410
53   72   88.820
53   73   87.920
53   74   89.060
53   75   87.810
53   76   88.560
53   77   87.000
53   78   87.450
53   79   85.790
53   80   85.910
53   81   84.050
53   82   83.690
53   83   79.380
53   84   76.490
53   85   72.130
53   86   68.850
53   87   64.000
53   88   60.670
53   89   55.550
53   90   52.140
53   91   47.060
53   92   43.310
53   93   37.870
53   94   33.770
53   95   27.980
53   96   23.430
53   97   17.460
53   98   12.600
53   99   -6.120
53   100  -0.680
53   101  6.090
53   102  12.220
53   103  19.570
53   104  26.170
53   105  34.190
53   106  41.370
53   107  49.630
53   108  56.990
53   109  65.630
53   110  73.410
53   111  82.530
53   112  90.470
53   113  99.740
53   114  7.760
53   115  17.490
53   116  25.760
53   117  35.700
53   118  44.320
53   119  54.450
53   120  63.500
53   121  74.060
53   122  83.380
53   123  94.140
53   124  3.880
53   125  14.930
53   126  25.670
54   54   42.870
54   55   46.280
54   56   52.010
54   57   54.800
54   58   60.030
54   59   62.240
54   60   67.010
54   61   68.810
54   62   73.010
54   63   74.210
54   64   77.900
54   65   78.720
54   66   81.860
54   67   82.390
54   68   85.270
54   69   85.210
54   70   87.650
54   71   87.170
54   72   89.210
54   73   88.260
54   74   89.790
54   75   88.650
54   76   89.810
54   77   88.380
54   78   89.330
54   79   87.660
54   80   88.200
54   81   86.560
54   82   86.460
54   83   82.390
54   84   80.070
54   85   75.740
54   86   73.020
54   87   68.440
54   88   65.650
54   89   60.660
54   90   57.820
54   91   52.810
54   92   49.510
54   93   44.370
54   94   40.710
54   95   35.080
54   96   31.150
54   97   25.460
54   98   21.180
54   99   14.900
54   100  -9.990
54   101  -3.220
54   102  2.340
54   103  9.540
54   104  15.760
54   105  23.580
54   106  30.290
54   107  38.410
54   108  45.210
54   109  53.680
54   110  61.030
54   111  69.810
54   112  77.250
54   113  86.310
54   114  93.830
54   115  3.410
54   116  11.130
54   117  20.870
54   118  28.930
54   119  38.910
54   120  47.490
54   121  57.850
54   122  66.760
54   123  77.350
54   124  86.580
54   125  97.570
54   126  7.750
55   55   37.310
55   56   43.110
55   57   46.650
55   58   51.940
55   59   54.890
55   60   59.830
55   61   62.150
55   62   66.480
55   63   68.370
55   64   72.180
55   65   73.630
55   66   77.090
55   67   78.120
55   68   81.160
55   69   81.700
55   70   84.140
55   71   84.290
55   72   86.270
55   73   85.940
55   74   87.520
55   75   86.890
55   76   88.130
55   77   87.200
55   78   88.140
55   79   86.890
55   80   87.650
55   81   86.270
55   82   86.420
55   83   82.910
55   84   80.610
55   85   76.850
55   86   74.400
55   87   70.370
55   88   67.700
55   89   63.280
55   90   60.520
55   91   55.960
55   92   52.960
55   93   48.260
55   94   44.750
55   95   39.750
55   96   36.090
55   97   30.980
55   98   26.910
55   99   21.150
55   100  16.250
55   101  10.050
55   102  -4.640
55   103  2.190
55   104  8.210
55   105  15.560
55   106  22.130
55   107  29.690
55   108  36.310
55   109  44.350
55   110  51.360
55   111  59.640
55   112  66.870
55   113  75.430
55   114  82.800
55   115  91.830
55   116  99.350
55   117  8.530
55   118  16.440
55   119  25.960
55   120  34.340
55   121  44.290
55   122  53.030
55   123  63.110
55   124  72.280
55   125  82.700
55   126  92.760
56   56   36.470
56   57   40.070
56   58   46.110
56   59   49.220
56   60   54.680
56   61   57.130
56   62   62.160
56   63   64.160
56   64   68.600
56   65   70.380
56   66   74.330
56   67   75.520
56   68   79.160
56   69   79.700
56   70   82.780
56   71   82.860
56   72   85.460
56   73   85.110
56   74   87.260
56   75   86.690
56   76   88.440
56   77   87.570
56   78   88.930
56   79   87.900
56   80   88.920
56   81   87.780
56   82   88.500
56   83   85.020
56   84   83.280
56   85   79.790
56   86   77.880
56   87   73.980
56   88   71.880
56   89   67.540
56   90   65.220
56   91   60.960
56   92   58.400
56   93   53.860
56   94   50.980
56   95   46.250
56   96   43.180
56   97   38.270
56   98   34.710
56   99   28.970
56   100  24.630
56   101  18.580
56   102  13.550
56   103  -6.920
56   104  -1.370
56   105  5.840
56   106  11.850
56   107  19.240
56   108  25.430
56   109  33.130
56   110  39.630
56   111  47.700
56   112  54.430
56   113  62.850
56   114  69.670
56   115  78.490
56   116  85.450
56   117  94.490
56   118  1.940
56   119  11.250
56   120  19.220
56   121  29.000
56   122  37.230
56   123  47.250
56   124  55.850
56   125  66.150
56   126  75.850
57   57   30.940
57   58   37.150
57   59   40.780
57   60   46.370
57   61   49.510
57   62   54.660
57   63   57.290
57   64   62.060
57   65   64.320
57   66   68.440
57   67   70.230
57   68   73.870
57   69   75.040
57   70   78.050
57   71   78.760
57   72   81.330
57   73   81.540
57   74   83.770
57   75   83.750
57   76   85.300
57   77   85.260
57   78   86.630
57   79   86.070
57   80   87.210
57   81   86.640
57   82   87.380
57   83   84.470
57   84   83.000
57   85   80.050
57   86   78.270
57   87   74.940
57   88   72.910
57   89   69.020
57   90   67.000
57   91   63.180
57   92   60.780
57   93   56.860
57   94   54.250
57   95   50.110
57   96   47.240
57   97   42.850
57   98   39.310
57   99   34.140
57   100  29.940
57   101  24.270
57   102  19.430
57   103  13.280
57   104  -7.860
57   105  -1.210
57   106  4.620
57   107  11.580
57   108  17.430
57   109  24.630
57   110  30.920
57   111  38.490
57   112  45.070
57   113  52.940
57   114  59.550
57   115  67.820
57   116  74.640
57   117  83.200
57   118  90.450
57   119  99.350
57   120  7.160
57   121  16.420
57   122  24.590
57   123  34.040
57   124  42.530
57   125  52.470
57   126  61.950
58   58   30.460
58   59   34.220
58   60   40.500
58   61   43.770
58   62   49.540
58   63   52.500
58   64   57.750
58   65   60.180
58   66   64.900
58   67   66.690
58   68   70.960
58   69   72.070
58   70   75.700
58   71   76.380
58   72   79.520
58   73   79.800
58   74   82.570
58   75   82.360
58   76   84.740
58   77   84.680
58   78   86.530
58   79   85.990
58   80   87.560
58   81   86.810
58   82   88.120
58   83   85.470
58   84   84.550
58   85   81.730
58   86   80.520
58   87   77.260
58   88   75.690
58   89   72.090
58   90   70.510
58   91   66.840
58   92   65.070
58   93   61.430
58   94   59.410
58   95   55.460
58   96   53.110
58   97   48.740
58   98   45.760
58   99   40.730
58   100  36.920
58   101  31.440
58   102  27.080
58   103  21.060
58   104  16.210
58   105  -9.730
58   106  -4.330
58   107  2.290
58   108  7.630
58   109  14.620
58   110  20.420
58   111  27.840
58   112  33.870
58   113  41.530
58   114  47.590
58   115  55.710
58   116  62.060
58   117  70.430
58   118  77.260
58   119  86.000
58   120  93.290
58   121  2.490
58   122  10.090
58   123  19.430
58   124  27.550
58   125  37.280
58   126  46.380
58   128  69.750
58   132  17.020
58   134  40.770
58   138  88.280
58   140  12.080
59   59   25.100
59   60   31.500
59   61   35.390
59   62   41.490
59   63   44.940
59   64   50.360
59   65   53.380
59   66   58.100
59   67   60.520
59   68   64.730
59   69   66.460
59   70   70.070
59   71   71.310
59   72   74.530
59   73   75.360
59   74   77.930
59   75   78.540
59   76   80.900
59   77   81.320
59   78   83.190
59   79   83.150
59   80   84.870
59   81   84.810
59   82   85.890
59   83   83.830
59   84   83.030
59   85   80.780
59   86   79.650
59   87   76.840
59   88   75.560
59   89   72.400
59   90   70.980
59   91   67.950
59   92   66.440
59   93   63.390
59   94   61.560
59   95   58.140
59   96   55.810
59   97   52.000
59   98   49.160
59   99   44.520
59   100  40.900
59   101  35.900
59   102  31.670
59   103  26.210
59   104  21.530
59   105  15.490
59   106  10.420
59   107  -4.310
59   108  0.830
59   109  7.310
59   110  12.960
59   111  19.830
59   112  25.660
59   113  32.760
59   114  38.680
59   115  46.330
59   116  52.480
59   117  60.430
59   118  67.100
59   119  75.320
59   120  82.560
59   121  91.190
59   122  98.680
59   123  7.640
59   124  15.550
59   125  24.900
59   126  33.750
59   128  56.460
59   130  79.560
59   132  2.350
59   134  25.340
59   138  71.530
59   140  94.580
60   60   24.720
60   61   28.930
60   62   35.520
60   63   39.140
60   64   45.160
60   65   48.190
60   66   53.540
60   67   55.890
60   68   60.720
60   69   62.430
60   70   66.600
60   71   67.920
60   72   71.680
60   73   72.310
60   74   75.710
60   75   76.310
60   76   79.140
60   77   79.580
60   78   81.950
60   79   82.060
60   80   84.420
60   81   84.210
60   82   86.050
60   83   84.020
60   84   83.790
60   85   81.520
60   86   80.840
60   87   78.320
60   88   77.490
60   89   74.490
60   90   73.690
60   91   70.930
60   92   70.010
60   93   67.150
60   94   65.850
60   95   62.450
60   96   60.670
60   97   57.010
60   98   54.560
60   99   50.110
60   100  46.960
60   101  42.100
60   102  38.430
60   103  33.150
60   104  28.900
60   105  23.190
60   106  18.640
60   107  12.730
60   108  -8.090
60   109  -1.750
60   110  3.340
60   111  10.010
60   112  15.280
60   113  22.240
60   114  27.680
60   115  35.140
60   116  40.870
60   117  48.670
60   118  54.820
60   119  62.980
60   120  69.650
60   121  78.160
60   122  85.280
60   123  94.040
60   124  1.570
60   125  10.660
60   126  19.060
60   128  41.210
60   130  63.390
60   132  85.520
60   134  7.780
60   136  30.220
60   138  52.530
60   140  74.930
60   142  97.810
60   144  20.920
60   146  44.210
60   148  67.170
60   150  90.270
60   152  13.610
60   154  37.190
61   61   19.670
61   62   26.420
61   63   30.630
61   64   36.650
61   65   40.310
61   66   45.600
61   67   48.570
61   68   53.380
61   69   55.650
61   70   59.900
61   71   61.760
61   72   65.320
61   73   66.780
61   74   70.170
61   75   71.240
61   76   74.090
61   77   75.030
61   78   77.550
61   79   78.300
61   80   80.520
61   81   81.070
61   82   82.930
61   83   81.480
61   84   81.280
61   85   79.490
61   86   79.010
61   87   76.940
61   88   76.260
61   89   73.890
61   90   73.360
61   91   71.180
61   92   70.470
61   93   68.130
61   94   66.850
61   95   64.000
61   96   62.370
61   97   59.090
61   98   56.840
61   99   52.860
61   100  49.850
61   101  45.550
61   102  42.060
61   103  37.200
61   104  33.290
61   105  28.100
61   106  23.740
61   107  18.340
61   108  13.850
61   109  -8.060
61   110  -3.170
61   111  2.940
61   112  8.070
61   113  14.560
61   114  19.800
61   115  26.850
61   116  32.420
61   117  39.690
61   118  45.790
61   119  53.380
61   120  59.930
61   121  68.080
61   122  74.990
61   123  83.360
61   124  90.640
61   125  99.290
61   126  7.470
61   128  29.130
61   130  50.420
61   132  71.790
61   134  93.480
61   136  15.170
61   138  36.730
61   140  58.620
61   142  80.810
61   144  3.230
61   146  25.590
61   148  47.980
61   152  93.320
61   154  16.270
62   62   19.530
62   63   23.740
62   64   30.400
62   65   33.990
62   66   39.900
62   67   42.850
62   68   48.230
62   69   50.570
62   70   55.360
62   71   57.020
62   72   61.410
62   73   62.860
62   74   66.720
62   75   67.810
62   76   71.170
62   77   72.260
62   78   75.420
62   79   76.020
62   80   78.990
62   81   79.570
62   82   82.010
62   83   80.590
62   84   80.960
62   85   79.230
62   86   79.310
62   87   77.090
62   88   76.790
62   89   74.680
62   90   74.750
62   91   72.770
62   92   72.580
62   93   70.250
62   94   69.530
62   95   66.830
62   96   65.590
62   97   62.500
62   98   60.720
62   99   56.880
62   100  54.430
62   101  50.300
62   102  47.240
62   103  42.730
62   104  39.320
62   105  34.330
62   106  30.480
62   107  25.220
62   108  21.280
62   109  15.700
62   110  11.360
62   111  -5.400
62   112  -0.740
62   113  5.550
62   114  10.380
62   115  17.260
62   116  22.310
62   117  29.530
62   118  35.060
62   119  42.530
62   120  48.720
62   121  56.660
62   122  63.180
62   123  71.310
62   124  78.140
62   125  86.570
62   126  94.400
62   128  15.150
62   129  26.160
62   130  35.770
62   132  56.420
62   134  77.400
62   136  98.360
62   138  19.270
62   140  40.550
62   142  62.090
62   144  83.730
62   146  5.430
62   148  27.210
62   150  49.330
62   152  71.300
62   154  93.690
63   63   14.360
63   64   20.950
63   65   25.160
63   66   31.050
63   67   34.560
63   68   40.010
63   69   42.900
63   70   47.490
63   71   49.990
63   72   54.360
63   73   56.280
63   74   60.160
63   75   61.750
63   76   65.260
63   77   66.990
63   78   70.000
63   79   71.360
63   80   74.360
63   81   75.520
63   82   77.990
63   83   77.140
63   84   77.570
63   85   76.350
63   86   76.450
63   87   74.850
63   88   74.770
63   89   72.980
63   90   73.380
63   91   71.920
63   92   71.740
63   93   69.980
63   94   69.410
63   95   67.090
63   96   66.040
63   97   63.430
63   98   61.780
63   99   58.500
63   100  56.230
63   101  52.530
63   102  49.810
63   103  45.800
63   104  42.600
63   105  38.110
63   106  34.410
63   107  29.700
63   108  25.970
63   109  20.940
63   110  16.750
63   111  11.250
63   112  -6.790
63   113  -0.920
63   114  3.750
63   115  10.110
63   116  15.110
63   117  21.750
63   118  27.170
63   119  34.270
63   120  40.250
63   121  47.810
63   122  54.080
63   123  61.760
63   124  68.370
63   125  76.450
63   126  84.150
63   127  94.580
63   128  4.000
63   129  14.470
63   130  23.870
63   131  34.540
63   132  43.940
63   133  54.700
63   134  64.170
63   135  74.800
63   136  84.380
63   137  95.070
63   138  4.780
63   139  15.630
63   140  25.380
63   141  36.280
63   142  46.230
63   143  57.140
63   144  66.940
63   145  77.920
63   146  88.060
63   148  9.490
63   149  20.530
63   150  30.870
63   152  52.210
63   154  73.990
64   64   13.670
64   65   17.860
64   66   24.310
64   67   27.900
64   68   33.890
64   69   36.580
64   70   42.000
64   71   44.480
64   72   49.330
64   73   51.270
64   74   55.650
64   75   57.390
64   76   61.540
64   77   63.120
64   78   66.890
64   79   68.280
64   80   71.850
64   81   73.040
64   82   76.080
64   83   75.290
64   84   76.240
64   85   75.040
64   86   75.750
64   87   74.090
64   88   74.750
64   89   72.890
64   90   73.810
64   91   72.120
64   92   72.500
64   93   70.890
64   94   70.690
64   95   68.570
64   96   67.990
64   97   65.520
64   98   64.440
64   99   61.330
64   100  59.490
64   101  56.120
64   102  53.910
64   103  50.110
64   104  47.410
64   105  43.070
64   106  39.920
64   107  35.420
64   108  32.240
64   109  27.350
64   110  23.630
64   111  18.330
64   112  14.290
64   113  -8.580
64   114  -4.430
64   115  1.880
64   116  6.300
64   117  12.840
64   118  17.880
64   119  24.780
64   120  30.370
64   121  37.680
64   122  43.510
64   123  50.970
64   124  57.230
64   125  65.180
64   126  72.100
64   127  82.410
64   128  91.280
64   129  1.540
64   130  10.420
64   131  21.030
64   132  29.790
64   133  40.440
